Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,SE_T001_001,SE_T012_001,SE_T012_002,SE_T012_003,SE_T012_004,SE_T012_005,SE_T012_006,SE_T012_007,SE_T012_008,SE_T018_001,SE_T018_002,SE_T018_003,SE_T018_004,SE_T018_005,SE_T018_006,SE_T018_007,SE_T018_008,SE_T018_009,SE_T020_001,SE_T020_002,SE_T020_003,SE_T020_004,SE_T020_005,SE_T020_006,SE_T020_007,SE_T020_008,SE_T021_001,SE_T021_002,SE_T021_003,SE_T022_001,SE_T022_002,SE_T022_003,SE_T094_001,SE_T155_001,SE_T156_001,SE_T156_002,SE_T156_003,SE_T157_001,SE_T157_002,SE_T157_003,SE_T158_001,SE_T158_002,SE_T158_003,SE_T158_004
"34005700505","Census Tract 7005.05","Census Tract 7005.05, Burlington County, New Jersey","00","34","005","700505",4855,4855,4377,118,3,321,0,5,31,1614,1352,1276,76,17,59,262,74,188,1614,1474,43,0,88,0,2,7,1614,12,1602,1614,1463,151,191908.73015873,1661,1614,1443,171,1661,1614,47,47,3,16,28
"34005700602","Census Tract 7006.02","Census Tract 7006.02, Burlington County, New Jersey","00","34","005","700602",4510,4510,4024,242,9,122,0,34,79,1659,1267,1043,224,52,172,392,186,206,1659,1504,86,3,35,0,6,25,1659,26,1633,1659,1485,174,73046.0837887067,1705,1659,1555,104,1705,1659,46,46,6,13,27
"34005700603","Census Tract 7006.03","Census Tract 7006.03, Burlington County, New Jersey","00","34","005","700603",6130.245,6130.245,4347.215,1054.014,13.0007,189.0004,23,173.0079,331.0072,2447.08737470462,1661.06127188522,1181.0429401342,480.018331751026,138.006276632145,342.012055118881,786.026102819396,403.014047700515,383.012055118881,2447.08737470462,1715.07870697451,480.003785905103,4.00029888724499,70.0000996290817,7,70.0020922107149,101.00239109796,2447.08737470462,107.003387388777,2340.08398731584,2447.08737470462,1668.07711290921,779.01026179541,51012.6883191686,2493.09265504595,2447.08737470462,1264.05778486736,1183.02958983725,2493.09265504595,2447.08737470462,46.0052803413282,46.0052803413282,19.0007970326533,9.00169369438829,18.0027896142866
"34005700605","Census Tract 7006.05","Census Tract 7006.05, Burlington County, New Jersey","00","34","005","700605",4896,4896,4504,168,5,124,2,46,47,1710,1402,1228,174,40,134,308,127,181,1710,1579,72,2,36,0,11,10,1710,26,1684,1710,1567,143,85056.4478311841,1738,1710,1395,315,1738,1710,28,28,20,3,5
"34005700701","Census Tract 7007.01","Census Tract 7007.01, Burlington County, New Jersey","00","34","005","700701",3123,3123,2944,82,1,9,1,49,37,1213,797,611,186,59,127,416,188,228,1213,1157,27,1,3,0,15,10,1213,20,1193,1213,1147,66,48684.5454545455,1248,1213,891,322,1248,1213,35,35,15,8,12
"34005700702","Census Tract 7007.02","Census Tract 7007.02, Burlington County, New Jersey","00","34","005","700702",2324,2324,2032,128,3,20,0,52,89,888,580,399,181,73,108,308,162,146,888,802,39,2,6,0,13,26,888,26,862,888,786,102,52367.374301676,940,888,545,343,940,888,52,52,14,14,24
"34005700703","Census Tract 7007.03","Census Tract 7007.03, Burlington County, New Jersey","00","34","005","700703",2463.755,2463.755,2160.785,140.986,6.999303,3.999601,0,78.99213,71.99283,876.912625295381,614.938728114776,430.957059865803,183.981668248974,62.9937233678552,120.987944881119,261.973897180604,140.985952299485,120.987944881119,876.912625295381,789.921293025485,37.9962140948968,2.99970111275501,0.999900370918336,0,20.9979077892851,23.9976089020401,876.912625295381,33.9966126112234,842.916012684158,876.912625295381,773.922887090792,102.989738204589,47528.8350634371,929.907344954052,876.912625295381,579.942215132635,296.970410162746,929.907344954052,876.912625295381,52.9947196586718,52.9947196586718,7.99920296734669,16.9983063056117,27.9972103857134
"34005700800","Census Tract 7008","Census Tract 7008, Burlington County, New Jersey","00","34","005","700800",3237,3237,3104,62,8,13,0,13,37,1227,892,668,224,56,168,335,156,179,1227,1185,22,3,3,0,3,11,1227,13,1214,1227,1176,51,55355.6743421053,1285,1227,997,230,1285,1227,58,58,15,17,26
"34005700900","Census Tract 7009","Census Tract 7009, Burlington County, New Jersey","00","34","005","700900",2661,2661,1721,765,3,24,0,38,110,960,694,428,266,48,218,266,129,137,960,667,251,2,6,0,12,22,960,32,928,960,655,305,50002.6232948583,1042,960,670,290,1042,960,82,82,23,20,39
"34005701001","Census Tract 7010.01","Census Tract 7010.01, Burlington County, New Jersey","00","34","005","701001",3776,3776,2596,791,6,90,1,140,152,1690,981,628,353,98,255,709,304,405,1690,1175,384,2,31,1,47,50,1690,90,1600,1690,1138,552,51034.6176644932,1797,1690,929,761,1797,1690,107,107,64,19,24
"34005701002","Census Tract 7010.02","Census Tract 7010.02, Burlington County, New Jersey","00","34","005","701002",4099.233,4099.233,2764.211,895.0764,7.012247,166.4213,0.002449397,112.1911,154.3184,1466.13948160139,1121.00296120906,853.157919106997,267.845042102059,90.2032999839736,177.641742118085,345.136520392335,164.51192405603,180.624596336304,1466.13948160139,1017.68209015001,325.21245171165,3,45.0955264984936,0.00244939739727225,30.0661337297263,45.08083011411,1466.13948160139,73.1371662542472,1393.00231534714,1466.13948160139,988.625754009876,477.513727591514,62797.433111002,1508.25950207386,1466.13948160139,1107.67474195782,358.464739643569,1508.25950207386,1466.13948160139,42.1200204724663,42.1200204724663,13.0906277036991,12.0073481921918,17.0220445765754
"34005701102","Census Tract 7011.02","Census Tract 7011.02, Burlington County, New Jersey","00","34","005","701102",4700.364,4700.364,3636.61,713.3018,9.029019,174.2467,0,75.02031,92.1567,1655.186293263,1138.63202913437,943.338936584678,195.293092549693,57.1073705380063,138.185722011687,516.554264128628,260.27858301753,256.275681111097,1655.186293263,1223.99476743845,325.084155286545,2.00870571929781,54.0609400350847,0,21.0087057192978,29.029019064326,1655.186293263,60.0377247836238,1595.14856847938,1655.186293263,1188.96574837412,466.22054488888,68649.7582813291,1716.3023695203,1655.186293263,1271.9019064326,383.284386830395,1716.3023695203,1655.186293263,61.1160762573041,61.1160762573041,27.0174114385956,11.0232152514608,23.0754495672477
"34005701103","Census Tract 7011.03","Census Tract 7011.03, Burlington County, New Jersey","00","34","005","701103",5787,5787,3604,1714,15,210,1,73,170,1997,1618,1306,312,81,231,379,169,210,1997,1264,602,4,62,1,19,45,1997,62,1935,1997,1232,765,72661.3432835821,2040,1997,1738,259,2040,1997,43,43,8,14,21
"34005701104","Census Tract 7011.04","Census Tract 7011.04, Burlington County, New Jersey","00","34","005","701104",4570.56,4570.56,2934.088,1251.771,4.983166,171.4209,0.9966332,77.73739,129.5623,1684.31017656373,1221.87235293914,878.033884942396,343.838467996739,82.7205589673313,261.117909029407,462.4378236246,208.296347279184,254.141476345416,1684.31017656373,1091.31339842443,493.333454082277,0,38.86869638224,0.996633240570257,26.9090974953969,32.8888969388185,1684.31017656373,55.8114614719344,1628.4987150918,1684.31017656373,1068.39083389132,615.91934267241,60340.8066429421,1733.14520535168,1684.31017656373,1088.32349870272,595.986677861014,1733.14520535168,1684.31017656373,48.8350287879426,48.8350287879426,36.8754299010995,2.98989972171077,8.96969916513231
"34005701105","Census Tract 7011.05","Census Tract 7011.05, Burlington County, New Jersey","00","34","005","701105",5230.455,5230.455,3565.073,1289.325,4.003128,200.9389,3.998166,70.05226,97.06469,1773.1162012387,1300.20282371563,1065.09720608448,235.105617631152,71.0183066134622,164.087311017689,472.913377523075,213.957701446162,258.955676076913,1773.1162012387,1245.69044196471,418.419914070368,2.00032348735922,54.9822249091947,0.999541488024171,24.0088438935542,27.014911425492,1773.1162012387,64.0053895502516,1709.11081168845,1773.1162012387,1220.68825913969,552.42794209901,72031.2854771428,1856.10543599355,1773.1162012387,1387.2386043637,385.877596875009,1856.10543599355,1773.1162012387,82.9892347548456,82.9892347548456,41.9807424970152,23.9989198030671,17.0095724547632
"34005701201","Census Tract 7012.01","Census Tract 7012.01, Burlington County, New Jersey","00","34","005","701201",2948,2948,2188,654,3,16,1,23,63,1147,825,605,220,52,168,322,139,183,1147,883,240,0,4,1,6,13,1147,22,1125,1147,871,276,55568.8869412796,1189,1147,957,190,1189,1147,42,42,15,13,14
"34005701203","Census Tract 7012.03","Census Tract 7012.03, Burlington County, New Jersey","00","34","005","701203",1857,1857,1445,250,8,74,0,37,43,762,501,356,145,36,109,261,121,140,762,604,98,3,25,0,12,20,762,20,742,762,597,165,48253.0282637954,784,762,502,260,784,762,22,22,4,13,5
"34005701204","Census Tract 7012.04","Census Tract 7012.04, Burlington County, New Jersey","00","34","005","701204",2648,2648,1166,1329,11,18,0,38,86,1018,607,275,332,67,265,411,131,280,1018,531,445,6,6,0,13,17,1018,32,986,1018,522,496,41455.89066918,1162,1018,470,548,1162,1018,144,144,50,24,70
"34005701205","Census Tract 7012.05","Census Tract 7012.05, Burlington County, New Jersey","00","34","005","701205",2283,2283,1839,359,4,17,0,28,36,970.999999999999,588,385,203,53,150,383,179,204,970.999999999999,809.999999999999,135,2,4.99999999999999,0,9.99999999999999,8.99999999999999,970.999999999999,22,948.999999999999,970.999999999999,797.999999999999,173,53422.198731501,1046,970.999999999999,634.999999999999,336,1046,970.999999999999,74.9999999999999,74.9999999999999,30,20,25
"34005701301","Census Tract 7013.01","Census Tract 7013.01, Burlington County, New Jersey","00","34","005","701301",4598,4598,3688,660,3,125,1,27,94,1841,1204,831,373,100,273,637,296,341,1841,1491,274,1,39,1,9,26,1841,24,1817,1841,1476,365,54886.0971524288,1952,1841,1225,616,1952,1841,111,111,55,24,32
"34005701302","Census Tract 7013.02","Census Tract 7013.02, Burlington County, New Jersey","00","34","005","701302",2612,2612,2485,70,2,22,0,17,16,1013,700,507,193,48,145,313,101,212,1013,974,24,0,5,0,5,5,1013,15,998,1013,965,48,58943.8202247191,1082,1013,844,169,1082,1013,69,69,8,48,13
"34005701303","Census Tract 7013.03","Census Tract 7013.03, Burlington County, New Jersey","00","34","005","701303",3536.094,3536.094,3017.089,317.0021,14.00021,106.0018,5.318623E-05,26.00027,56.00088,1295.0313532801,988.02672607846,817.023641277363,171.003084801096,47.0009573520642,124.002127449032,307.004627201644,146.001941297241,161.002685904402,1295.0313532801,1133.02989065889,106.000691420935,3.00005318622579,34.0004254898063,0,6.00002659311289,13.0002659311289,1295.0313532801,23.0005318622579,1272.03082141784,1295.0313532801,1118.02946516909,177.00188811101,72647.2717264739,1357.03185854925,1295.0313532801,1136.02885352749,159.002499752612,1357.03185854925,1295.0313532801,62.000505269145,62.000505269145,11.0000531862258,23.0000797793387,28.0003723035805
"34005701401","Census Tract 7014.01","Census Tract 7014.01, Burlington County, New Jersey","00","34","005","701401",3537.395,3537.395,3337.379,80.00811,7.999905,67.00004,2.000623,10.00105,33.00653,1179.13852178804,1005.11327974882,889.099385566734,116.013894182082,36.0057848605795,80.0081093215027,174.025242039228,73.0133051956796,101.011936843547,1179.13852178804,1124.13315696024,26.0026678880627,1.99984678872035,16.0000686527345,0,1.00044113154886,10.0023403667338,1179.13852178804,20.0010565731469,1159.13746521489,1179.13852178804,1108.13282943891,71.00569234913,74801.2879327594,1198.14327912715,1179.13852178804,1085.12863739096,94.0098843970828,1198.14327912715,1179.13852178804,19.0047573391075,19.0047573391075,2.00088226309771,3.00080565745789,14.0030694185519
"34005701402","Census Tract 7014.02","Census Tract 7014.02, Burlington County, New Jersey","00","34","005","701402",1553,1553,1520,17,1,9,0,1,5,898,556,531,25,11,14,342,65,277,898,884,9,1,3,0,0,1,898,3,895,898,881,17,52192.6282051282,924,898,885,13,924,898,26,26,0,7,19
"34005701502","Census Tract 7015.02","Census Tract 7015.02, Burlington County, New Jersey","00","34","005","701502",3272,3272,2926,147,13,115,0,29,42,1370,865,653,212,58,154,505,266,239,1370,1228,74,4,38,0,8,18,1370,44,1326,1370,1196,174,62647.0630891951,1411,1370,817,553,1411,1370,41,41,15,6,20
"34005701700","Census Tract 7017","Census Tract 7017, Burlington County, New Jersey","00","34","005","701700",3969,3969,3225,519,2,76,1,32,114,1757,990,688,302,72,230,767,338,429,1757,1483,204,1,24,1,9,35,1757,36,1721,1757,1463,294,57431.8619128466,1884,1757,981,776,1884,1757,127,127,42,32,53
"34005702101","Census Tract 7021.01","Census Tract 7021.01, Burlington County, New Jersey","00","34","005","702101",2810.78,2810.78,1917.516,539.4151,22.74094,77.3192,3.638551,92.78304,157.3673,794.113653556951,780.469089062845,696.78242683233,83.6866622305149,33.656592418794,50.0300698117208,13.6445644941057,8.18673869646341,5.45782579764227,794.113653556951,559.427144258333,163.734773929268,7.27710106352303,14.5542021270461,1.81927526588076,22.7409408235095,24.5602160893902,794.113653556951,58.2168085081843,735.896845048767,794.113653556951,534.866928168943,259.246725388008,34517.1590909091,863.24611366042,794.113653556951,10.0060139623442,784.107639594607,863.24611366042,794.113653556951,69.1324601034688,69.1324601034688,9.09637632940379,0,60.0360837740651
"34005702203","Census Tract 7022.03","Census Tract 7022.03, Burlington County, New Jersey","00","34","005","702203",3571,3571,1770,1396,12,124,2,138,129,1422,900,674,226,63,163,522,295,227,1422,780,512,6,47,0,43,34,1422,135,1287,1422,713,709,61472.0083974808,1458,1422,899,523,1458,1422,36,36,3,7,26
"34005702204","Census Tract 7022.04","Census Tract 7022.04, Burlington County, New Jersey","00","34","005","702204",2131.543,2131.543,1376.861,597.1354,12.40681,28.74402,0.1723485,70.90093,45.32269,641.943206013632,480.524037422511,300.702713593452,179.82132382906,34.3152101898888,145.506113639172,161.419168591121,89.7917511253431,71.6274174657779,641.943206013632,436.108681884066,158.004898313525,3.00836906792518,9.2554557013582,0,21.3162806483661,14.2495203983918,641.943206013632,47.0651541137905,594.878051899841,641.943206013632,414.447383053002,227.49582296063,57239.7202909547,683.678200381138,641.943206013632,351.352610263659,290.590595749974,683.678200381138,641.943206013632,41.7349943675057,41.7349943675057,17.6022654770635,4.17411586394168,19.9586130265005
"34005702206","Census Tract 7022.06","Census Tract 7022.06, Burlington County, New Jersey","00","34","005","702206",1879.979,1879.979,1447.984,263.9971,13.99984,35.9996,0,50.99943,66.99925,706.992133591525,474.994714930657,344.996161370688,129.998553559969,53.9993991710641,75.9991543889051,231.997418660868,116.998698203972,114.998720456896,706.992133591525,559.993769181406,104.998831721514,6.99992211476757,7.9999109883058,0,14.9998331030734,11.9998664824587,706.992133591525,34.9996105738379,671.992523017687,706.992133591525,542.993958331256,163.998175260269,50949.4202898552,766.991466003819,706.992133591525,563.993724675559,142.998408915966,766.991466003819,706.992133591525,59.9993324122935,59.9993324122935,13.9998442295351,12.9998553559969,32.9996328267614
"34005702207","Census Tract 7022.07","Census Tract 7022.07, Burlington County, New Jersey","00","34","005","702207",3788.778,3788.778,2545.924,784.9364,11.00309,170.9268,3.998149,107.9761,164.0141,1501.9428688685,966.274095977368,648.316409950825,317.957686026544,88.984840572191,228.972845454353,535.668772891132,243.870762355217,291.798010535915,1501.9428688685,1054.07505874663,305.91789593793,4.00037935321815,67.9507008860169,1.99907471423524,34.9867807321136,33.012978498352,1501.9428688685,88.987813805188,1412.95505506331,1501.9428688685,1004.08406803402,497.85880083448,40946.3756225107,1644.85738492184,1501.9428688685,1154.23840738468,347.704461483823,1644.85738492184,1501.9428688685,142.91451605334,142.91451605334,51.948440164895,38.9938498595748,51.9722260288702
"34005702208","Census Tract 7022.08","Census Tract 7022.08, Burlington County, New Jersey","00","34","005","702208",7187.674,7187.674,5368.023,1187.12,21.9838,178.8673,3.997027,142.8943,284.7889,2358.25365894031,1934.56624029885,1475.90597234521,458.660267953638,123.908430606032,334.751837347605,423.687418641461,221.8362873647,201.851131276761,2358.25365894031,1809.66009957925,385.714251294286,6.99487472748786,43.9673834487284,1.99851338350155,38.9711778752069,70.9473586318465,2358.25365894031,127.905245970262,2230.34841297005,2358.25365894031,1740.7111986986,617.54246024171,66520.4587550692,2475.16735946286,2358.25365894031,2191.3762003339,166.877458606414,2475.16735946286,2358.25365894031,116.913700522547,116.913700522547,14.9890061467265,54.9592626902958,46.9654316855251
"34005702209","Census Tract 7022.09","Census Tract 7022.09, Burlington County, New Jersey","00","34","005","702209",3020,3020,1938.673,681.3072,16.48022,115.7361,2.621853,101.1286,164.0531,1047.99206250775,796.294183306462,518.003224606226,278.290958700236,62.5499193848443,215.741039315391,251.69787920129,116.110628798214,135.587250403076,1047.99206250775,695.914671958328,232.970358427384,6.36735706312787,37.8295919632891,1.87275207739055,34.8331886394642,38.2041423787672,1047.99206250775,86.8956963909215,961.096366116828,1047.99206250775,656.212327917649,391.779734590101,49369.6081891985,1121.02939352598,1047.99206250775,821.014510728017,226.977551779735,1121.02939352598,1047.99206250775,73.0373310182315,73.0373310182315,11.2365124643433,23.2221257596428,38.5786927942454
"34005702210","Census Tract 7022.10","Census Tract 7022.10, Burlington County, New Jersey","00","34","005","702210",5030.76,5030.76,3229.47,1134.932,27.45299,192.7949,4.367521,168.4615,273.282,1745.76058454675,1326.47855709306,862.897386857811,463.581170235252,104.196575274949,359.384594960303,419.282027453687,193.418792426552,225.863235027135,1745.76058454675,1159.26489138237,388.085448030049,10.6068370040367,63.0170904357475,3.11965794236374,58.0256377279656,63.6410220242203,1745.76058454675,144.752128525678,1601.00845602107,1745.76058454675,1093.12814300425,652.6324415425,49369.6081891986,1867.42724429893,1745.76058454675,1367.65804193226,378.102542614485,1867.42724429893,1745.76058454675,121.666659752186,121.666659752186,18.7179476541824,38.6837584853104,64.2649536126931
"34005702300","Census Tract 7023","Census Tract 7023, Burlington County, New Jersey","00","34","005","702300",1224.243,1224.243,958.2152,157.9894,8.081973,29.18444,0,33.47818,37.29374,474.289930467223,320.183292353066,211.960525547919,108.222766805148,36.2322573819834,71.9905094231646,154.106638114157,79.6147989523091,74.4918391618473,474.289930467223,378.916879473733,60.0519893183955,3.0204932984103,14.0614798952309,0,9.14345308887212,9.09563539258141,474.289930467223,28.3142305756246,445.975699891598,474.289930467223,363.773426384861,110.516504082362,49408.0466511937,517.549512247087,474.289930467223,234.411378112946,239.878552354278,517.549512247087,474.289930467223,43.2595817798638,43.2595817798638,13.1161286909917,15.0273243978804,15.1161286909917
"34005702400","Census Tract 7024","Census Tract 7024, Burlington County, New Jersey","00","34","005","702400",3218.775,3218.775,2959.402,103.7619,9.973359,84.7685,0,6.999766,53.86914,1095.26509140952,904.675723832725,803.889193260509,100.786530572215,36.9155098461582,63.871020726057,190.589367576795,95.7944349664109,94.7949326103838,1095.26509140952,1029.40878694638,28.9422389301343,2.99272981546099,20.9444146904726,0,2.99742383321528,9.97949719385414,1095.26509140952,12.9780042619358,1082.28708714758,1095.26509140952,1019.43073406568,75.83435734384,85455.1534124089,1135.17874724547,1095.26509140952,997.429766649554,97.8353247599652,1135.17874724547,1095.26509140952,39.9136558359511,39.9136558359511,5.98943149209868,7.98265895153245,25.9415653923199
